PERIODE;NO_UA;REGION;SEPM;THO;PRU;PIN;PEU;BOP;BOJ;ERS;AUF;TOTAL;LIEN_WEB;HYPERLIEN;UA_TXT
2008-2013;01151;01;52500;5900;0;200;32600;19600;8200;20400;600;140000;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R01/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R01/FIC_01151.pdf;011-51
2008-2013;01152;01;41200;7200;0;100;16400;9200;8000;19200;6900;108200;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R01/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R01/FIC_01152.pdf;011-52
2008-2013;01251;01;63500;9400;0;100;7400;10600;3700;5200;0;99900;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R01/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R01/FIC_01251.pdf;012-51
2008-2013;01252;01;75900;1700;0;0;3300;12100;1800;2300;0;97100;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R01/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R01/FIC_01252.pdf;012-52
2008-2013;01253;01;194700;2300;0;0;17300;32200;4600;7000;0;258100;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R01/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R01/FIC_01253.pdf;012-53
2008-2013;01254;01;113600;4100;0;100;12400;19300;2700;3000;0;155200;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R01/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R01/FIC_01254.pdf;012-54
2008-2013;02251;02;379200;0;0;100;106600;129100;3500;0;600;619100;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R02/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R02/FIC_02251.pdf;022-51
2008-2013;02351;02;219300;0;0;100;42000;81800;6400;0;500;350100;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R02/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R02/FIC_02351.pdf;023-51
2008-2013;02352;02;782800;100;0;200;77300;159900;9200;0;1500;1031000;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R02/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R02/FIC_02352.pdf;023-52
2008-2013;02451;02;722000;0;0;0;31000;116800;4700;0;300;874800;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R02/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R02/FIC_02451.pdf;024-51
2008-2013;02452;02;717600;0;0;0;31000;96900;0;0;0;845500;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R02/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R02/FIC_02452.pdf;024-52
2008-2013;02551;02;2087700;0;0;0;152900;235800;0;0;0;2476400;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R02/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R02/FIC_02551.pdf;025-51
2008-2013;02651;02;152400;0;0;0;7300;11700;0;0;0;171400;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R10/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R10/FIC_02651.pdf;026-51
2008-2013;02661;02;196000;0;0;0;2100;8400;0;0;0;206500;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R10/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R10/FIC_02661.pdf;026-61
2008-2013;02662;02;139600;0;0;0;2700;7700;0;0;0;150000;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R10/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R10/FIC_02662.pdf;026-62
2008-2013;02663;02;120100;0;0;0;5100;5400;0;0;0;130600;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R10/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R10/FIC_02663.pdf;026-63
2008-2013;02664;02;259300;0;0;0;8900;17800;0;0;0;286000;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R10/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R10/FIC_02664.pdf;026-64
2008-2013;02665;02;232900;0;0;0;8800;8800;0;0;0;250500;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R10/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R10/FIC_02665.pdf;026-65
2008-2013;02666;02;140900;0;0;0;5300;6500;0;0;0;152700;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R10/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R10/FIC_02666.pdf;026-66
2008-2013;02751;02;920600;0;0;100;63000;130700;0;0;0;1114400;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R02/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R02/FIC_02751.pdf;027-51
2008-2013;03151;03;68000;500;200;0;8400;25400;29600;10900;1000;144000;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R03/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R03/FIC_03151.pdf;031-51
2008-2013;03152;03;68300;0;0;0;300;34900;8600;2200;200;114500;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R03/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R03/FIC_03152.pdf;031-52
2008-2013;03153;03;100600;0;0;0;0;9600;0;0;0;110200;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R03/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R03/FIC_03153.pdf;031-53
2008-2013;03351;03;160500;600;0;600;39800;63200;6400;3500;0;274600;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R03/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R03/FIC_03351.pdf;033-51
2008-2013;03451;03;13500;300;1500;0;100;0;1000;6200;300;22900;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R03/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R03/FIC_03451.pdf;034-51
2008-2013;03452;03;40800;1500;100;100;7400;8000;9600;24600;1000;93100;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R06/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R06/FIC_03452.pdf;034-52
2008-2013;03551;03;116400;4300;0;0;19400;13100;6100;11400;100;170800;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R03/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R03/FIC_03551.pdf;035-51
2008-2013;04151;04;429400;22200;600;6100;98100;105700;60800;89900;9900;822700;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R04/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R04/FIC_04151.pdf;041-51
2008-2013;04251;04;652200;5100;0;5200;137100;263700;59800;32200;1000;1156300;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R04/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R04/FIC_04251.pdf;042-51
2008-2013;04351;04;736300;0;0;100;152400;224300;1100;1000;0;1115200;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R04/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R04/FIC_04351.pdf;043-51
2008-2013;04352;04;568700;2300;0;2500;149000;236100;43800;25300;200;1027900;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R04/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R04/FIC_04352.pdf;043-52
2008-2013;06151;06;11400;2000;3400;700;4000;4900;7000;33000;8300;74700;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R06/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R06/FIC_06151.pdf;061-51
2008-2013;06152;06;71500;2200;300;1000;11000;25900;25800;43300;4400;185400;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R06/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R06/FIC_06152.pdf;061-52
2008-2013;06251;06;95300;9400;100;2400;45200;55200;21500;42200;3000;274300;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R06/;https://diffusion.mffp.gouv.qc.ca/diffusion/fec/documents_passes/Possibilites_forestieres/2008-2013/R06/FIC_06251.pdf;062-51
